Date,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,CombinedAllDoses,CombinedAllDosesCumulative,FullyVaccinated,FullyVaccinatedCumulative,Cases_per_100
2021-05-28,18-49,6276,1412486,12207,1182354,883,113360,19366,2184999,13090,1088540,3.5
2021-05-29,18-49,4704,1417190,7264,1189618,599,113959,12567,2197566,7863,1096403,3.51
2021-05-30,18-49,2714,1419904,4258,1193876,418,114377,7390,2204956,4676,1101079,3.25
2021-05-31,18-49,881,1420785,2185,1196061,187,114564,3253,2208209,2372,1103451,3.11
2021-06-01,18-49,5418,1426203,9948,1206009,690,115254,16056,2224265,10638,1114089,2.79
2021-06-02,18-49,4798,1431001,9606,1215615,576,115830,14980,2239245,10182,1124271,2.6
2021-06-03,18-49,4217,1435218,7849,1223464,627,116457,12693,2251938,8476,1132747,2.35
2021-06-04,18-49,4393,1439611,8940,1232404,631,117088,13964,2265902,9571,1142318,2.23
2021-06-05,18-49,3449,1443060,6030,1238434,477,117565,9956,2275858,6507,1148825,1.89
2021-06-06,18-49,1753,1444813,2437,1240871,289,117854,4479,2280337,2726,1151551,1.81
2021-06-07,18-49,3653,1448466,5298,1246169,432,118286,9383,2289720,5730,1157281,1.75
2021-06-08,18-49,3510,1451976,7414,1253583,449,118735,11373,2301093,7863,1165144,1.9
2021-06-09,18-49,3902,1455878,7701,1261284,612,119347,12215,2313308,8313,1173457,1.87
2021-06-10,18-49,3729,1459607,7805,1269089,491,119838,12025,2325333,8296,1181753,1.79
2021-06-11,18-49,3860,1463467,7874,1276963,656,120494,12390,2337723,8530,1190283,1.68
2021-06-12,18-49,2760,1466227,6310,1283273,415,120909,9485,2347208,6725,1197008,1.63
2021-06-13,18-49,1168,1467395,3408,1286681,315,121224,4891,2352099,3723,1200731,1.57
2021-06-14,18-49,2962,1470357,5855,1292536,461,121685,9278,2361377,6316,1207047,1.55
2021-06-15,18-49,2960,1473317,7082,1299618,537,122222,10579,2371956,7619,1214666,1.43
2021-06-16,18-49,3271,1476588,6976,1306594,439,122661,10686,2382642,7415,1222081,1.34
2021-06-17,18-49,3412,1480000,6406,1313000,441,123102,10259,2392901,6847,1228928,1.27
2021-06-18,18-49,3421,1483421,6457,1319457,417,123519,10295,2403196,6874,1235802,1.21
2021-06-19,18-49,2437,1485858,4586,1324043,422,123941,7445,2410641,5008,1240810,1.12
2021-06-20,18-49,1368,1487226,2678,1326721,274,124215,4320,2414961,2952,1243762,1.07
2021-06-21,18-49,2881,1490107,2892,1329613,401,124616,6174,2421135,3293,1247055,1.03
2021-06-22,18-49,2872,1492979,4921,1334534,457,125073,8250,2429385,5378,1252433,0.99
2021-06-23,18-49,3038,1496017,4958,1339492,359,125432,8355,2437740,5317,1257750,0.95
2021-06-24,18-49,2964,1498981,4117,1343609,361,125793,7442,2445182,4478,1262228,0.9
2021-07-10,12-17,830,240073,1096,206421,0,98,0,110481,0,57722,1.39
2021-07-11,12-17,658,240731,568,206989,0,98,0,110481,0,57722,1.49
2021-07-12,12-17,1068,241799,1370,208359,0,98,0,110481,0,57722,1.66
2021-07-13,12-17,1171,242970,1217,209576,3,101,2391,112872,1220,58942,1.77
2021-07-14,12-17,1227,244197,1526,211102,0,101,0,112872,0,58942,1.96
2021-07-15,12-17,1308,245505,1266,212368,0,101,0,112872,0,58942,2.05
2021-07-16,12-17,1249,246754,1243,213611,0,101,0,112872,0,58942,2.18
2021-07-17,12-17,801,247555,810,214421,0,101,0,112872,0,58942,2.39
2021-07-18,12-17,488,248043,575,214996,0,101,0,112872,0,58942,2.53
2021-07-19,12-17,1233,249276,1146,216142,0,101,0,112872,0,58942,2.62
2021-07-20,12-17,1313,250589,1180,217322,0,101,0,112872,0,58942,2.95
2021-07-21,12-17,1480,252069,1297,218619,0,101,0,112872,0,58942,3.24
2021-07-22,12-17,1554,253623,1083,219702,1,102,2638,115510,1084,60026,3.49
2021-07-23,12-17,1584,255207,1060,220762,1,103,2645,118155,1061,61087,3.81
2021-07-24,12-17,962,256169,718,221480,1,104,1681,119836,719,61806,4.14
2021-07-25,12-17,792,256961,213,221693,0,104,0,119836,0,61806,4.42
2021-07-26,12-17,1499,258460,979,222672,0,104,0,119836,0,61806,4.78
2021-07-27,12-17,1528,259988,1014,223686,1,105,2543,122379,1015,62821,5.19
2021-07-28,12-17,1718,261706,928,224614,0,105,0,122379,0,62821,5.66
2021-07-29,12-17,1669,263375,1023,225637,0,105,0,122379,0,62821,6.23
2021-07-30,12-17,1882,265257,1068,226705,0,105,0,122379,0,62821,6.86
2021-07-31,12-17,1040,266297,765,227470,1,106,1806,124185,766,63587,7.43
2021-08-01,12-17,858,267155,597,228067,0,106,0,124185,0,63587,7.89
2021-08-02,12-17,1641,268796,999,229066,0,106,0,124185,0,63587,8.02
2021-08-03,12-17,1768,270564,1065,230131,0,106,0,124185,0,63587,8.68
2021-08-04,12-17,1738,272302,1024,231155,0,106,0,124185,0,63587,9.21
2021-08-05,12-17,1874,274176,1163,232318,2,108,3039,127224,1165,64752,10.07
2021-08-06,12-17,1801,275977,1145,233463,0,108,0,127224,0,64752,10.79
2021-08-07,12-17,1158,277135,693,234156,0,108,0,127224,0,64752,11.52
2021-08-08,12-17,885,278020,493,234649,0,108,0,127224,0,64752,11.85
2021-08-09,12-17,1691,279711,1163,235812,0,108,0,127224,0,64752,12.46
2021-08-10,12-17,1710,281421,1142,236954,0,108,0,127224,0,64752,12.91
2021-08-11,12-17,1751,283172,1193,238147,2,110,2946,130170,1195,65947,13.67
2021-08-12,12-17,1636,284808,1222,239369,3,113,2861,133031,1225,67172,13.81
2021-08-13,12-17,1746,286554,1393,240762,0,113,0,133031,0,67172,14.1
2021-08-14,12-17,1238,287792,852,241614,2,115,2092,135123,854,68026,14.14
2021-08-15,12-17,769,288561,683,242297,0,115,0,135123,0,68026,14.56
2021-08-16,12-17,1319,289880,1415,243712,0,115,0,135123,0,68026,15.09
2021-08-17,12-17,1851,291731,1382,245094,0,115,0,135123,0,68026,15.39
2021-08-18,12-17,1509,293240,1535,246629,0,115,0,135123,0,68026,15.42
2021-08-19,12-17,1525,294765,1424,248053,0,115,0,135123,0,68026,16.02
2021-08-20,12-17,1533,296298,1648,249701,0,115,0,135123,0,68026,16.29
2021-08-21,12-17,1185,297483,944,250645,1,116,2130,137253,945,68971,16.58
2021-08-22,12-17,745,298228,825,251470,0,116,0,137253,0,68971,16.95
2021-08-23,12-17,1463,299691,1576,253046,0,116,0,137253,0,68971,16.94
2021-08-24,12-17,1557,301248,1577,254623,0,116,0,137253,0,68971,17.37
2021-08-25,12-17,1696,302944,1609,256232,0,116,0,137253,0,68971,17.8
2021-08-26,12-17,1619,304563,1738,257970,0,116,0,137253,0,68971,18.19
2021-08-27,12-17,1654,306217,1677,259647,0,116,0,137253,0,68971,18.75
2021-06-25,18-49,3080,1502061,4714,1348323,354,126147,8148,2453330,5068,1267296,0.9
2021-06-26,18-49,2059,1504120,3134,1351457,279,126426,5472,2458802,3413,1270709,0.96
2021-06-27,18-49,1553,1505673,1830,1353287,136,126562,3519,2462321,1966,1272675,0.95
2021-06-28,18-49,2632,1508305,3124,1356411,339,126901,6095,2468416,3463,1276138,0.92
2021-06-29,18-49,2797,1511102,3448,1359859,338,127239,6583,2474999,3786,1279924,0.93
2021-06-30,18-49,2980,1514082,3616,1363475,402,127641,6998,2481997,4018,1283942,0.95
2021-07-01,18-49,2787,1516869,3435,1366910,326,127967,6548,2488545,3761,1287703,1
2021-07-02,18-49,2779,1519648,3358,1370268,334,128301,6471,2495016,3692,1291395,1.08
2021-07-03,18-49,1836,1521484,1954,1372222,183,128484,3973,2498989,2137,1293532,1.07
2021-07-04,18-49,249,1521733,222,1372444,41,128525,512,2499501,263,1293795,1.07
2021-07-05,18-49,2143,1523876,2178,1374622,198,128723,4519,2504020,2376,1296171,1.1
2021-07-06,18-49,2432,1526308,3174,1377796,276,128999,5882,2509902,3450,1299621,1.08
2021-07-07,18-49,2458,1528766,3165,1380961,335,129334,5958,2515860,3500,1303121,1.14
2021-07-08,18-49,2637,1531403,3071,1384032,359,129693,6067,2521927,3430,1306551,1.28
2021-07-09,18-49,2887,1534290,3375,1387407,371,130064,6633,2528560,3746,1310297,1.35
2021-07-10,18-49,1901,1536191,2338,1389745,204,130268,4443,2533003,2542,1312839,1.39
2021-07-11,18-49,1464,1537655,1429,1391174,172,130440,3065,2536068,1601,1314440,1.49
2021-07-12,18-49,2390,1540045,2681,1393855,259,130699,5330,2541398,2940,1317380,1.66
2021-07-13,18-49,2473,1542518,2483,1396338,254,130953,5210,2546608,2737,1320117,1.77
2021-07-14,18-49,2421,1544939,2598,1398936,278,131231,5297,2551905,2876,1322993,1.96
2021-07-15,18-49,2486,1547425,2518,1401454,250,131481,5254,2557159,2768,1325761,2.05
2021-07-16,18-49,2828,1550253,2817,1404271,260,131741,5905,2563064,3077,1328838,2.18
2021-07-17,18-49,1861,1552114,1893,1406164,239,131980,3993,2567057,2132,1330970,2.39
2021-07-18,18-49,1262,1553376,1185,1407349,75,132055,2522,2569579,1260,1332230,2.53
2021-07-19,18-49,2718,1556094,2432,1409781,266,132321,5416,2574995,2698,1334928,2.62
2021-07-20,18-49,2789,1558883,2532,1412313,228,132549,5549,2580544,2760,1337688,2.95
2021-07-21,18-49,2965,1561848,2580,1414893,280,132829,5825,2586369,2860,1340548,3.24
2021-07-22,18-49,2986,1564834,2425,1417318,293,133122,5704,2592073,2718,1343266,3.49
2021-07-23,18-49,3575,1568409,2579,1419897,332,133454,6486,2598559,2911,1346177,3.81
2021-07-24,18-49,2386,1570795,1777,1421674,188,133642,4351,2602910,1965,1348142,4.14
2021-07-25,18-49,1870,1572665,698,1422372,110,133752,2678,2605588,808,1348950,4.42
2021-07-26,18-49,3364,1576029,2180,1424552,278,134030,5822,2611410,2458,1351408,4.78
2021-07-27,18-49,3592,1579621,2271,1426823,326,134356,6189,2617599,2597,1354005,5.19
2021-07-28,18-49,3802,1583423,2259,1429082,316,134672,6377,2623976,2575,1356580,5.66
2021-07-29,18-49,3858,1587281,2320,1431402,279,134951,6457,2630433,2599,1359179,6.23
2021-07-30,18-49,4195,1591476,2686,1434088,350,135301,7231,2637664,3036,1362215,6.86
2021-07-31,18-49,2709,1594185,1708,1435796,211,135512,4628,2642292,1919,1364134,7.43
2021-08-01,18-49,2387,1596572,1254,1437050,125,135637,3766,2646058,1379,1365513,7.89
2021-08-02,18-49,4037,1600609,2072,1439122,245,135882,6354,2652412,2317,1367830,8.02
2021-08-03,18-49,3919,1604528,2149,1441271,337,136219,6405,2658817,2486,1370316,8.68
2021-08-04,18-49,4083,1608611,2212,1443483,351,136570,6646,2665463,2563,1372879,9.21
2021-08-05,18-49,4357,1612968,2210,1445693,384,136954,6951,2672414,2594,1375473,10.07
2021-08-06,18-49,4703,1617671,2485,1448178,299,137253,7487,2679901,2784,1378257,10.79
2021-08-07,18-49,3174,1620845,1567,1449745,195,137448,4936,2684837,1762,1380019,11.52
2021-08-08,18-49,2389,1623234,1165,1450910,109,137557,3663,2688500,1274,1381293,11.85
2021-08-09,18-49,3898,1627132,2389,1453299,269,137826,6556,2695056,2658,1383951,12.46
2021-08-10,18-49,4010,1631142,2394,1455693,243,138069,6647,2701703,2637,1386588,12.91
2021-05-09,50-64,1022,797845,3320,623363,219,71413,4561,1167426,3539,570639,9.2
2021-05-10,50-64,2152,799997,8354,631717,468,71881,10974,1178400,8822,579461,8.96
2021-05-11,50-64,2744,802741,8720,640437,477,72358,11941,1190341,9197,588658,8.46
2021-05-12,50-64,2931,805672,9953,650390,579,72937,13463,1203804,10532,599190,8.22
2021-05-13,50-64,2726,808398,9190,659580,435,73372,12351,1216155,9625,608815,7.61
2021-05-14,50-64,3377,811775,8035,667615,568,73940,11980,1228135,8603,617418,6.96
2021-05-15,50-64,2264,814039,6080,673695,421,74361,8765,1236900,6501,623919,6.8
2021-05-16,50-64,1104,815143,4206,677901,323,74684,5633,1242533,4529,628448,6.65
2021-05-17,50-64,2338,817481,6885,684786,572,75256,9795,1252328,7457,635905,6.21
2021-05-18,50-64,2966,820447,8095,692881,570,75826,11631,1263959,8665,644570,5.89
2021-05-19,50-64,3131,823578,8446,701327,500,76326,12077,1276036,8946,653516,5.53
2021-05-20,50-64,2974,826552,8993,710320,559,76885,12526,1288562,9552,663068,5.36
2021-05-21,50-64,3036,829588,8130,718450,476,77361,11642,1300204,8606,671674,5.7
2021-05-22,50-64,2111,831699,5025,723475,342,77703,7478,1307682,5367,677041,5.41
2021-05-23,50-64,1099,832798,2899,726374,264,77967,4262,1311944,3163,680204,5.44
2021-05-24,50-64,2123,834921,4637,731011,416,78383,7176,1319120,5053,685257,5.32
2021-05-25,50-64,2316,837237,5152,736163,348,78731,7816,1326936,5500,690757,4.99
2021-05-26,50-64,2242,839479,4984,741147,425,79156,7651,1334587,5409,696166,4.75
2021-05-27,50-64,2025,841504,5042,746189,332,79488,7399,1341986,5374,701540,4.29
2021-05-28,50-64,2087,843591,5150,751339,387,79875,7624,1349610,5537,707077,3.5
2021-05-29,50-64,1327,844918,2774,754113,261,80136,4362,1353972,3035,710112,3.51
2021-05-30,50-64,667,845585,1434,755547,150,80286,2251,1356223,1584,711696,3.25
2021-05-31,50-64,300,845885,839,756386,82,80368,1221,1357444,921,712617,3.11
2021-06-01,50-64,1730,847615,4211,760597,319,80687,6260,1363704,4530,717147,2.79
2021-06-02,50-64,1534,849149,3852,764449,287,80974,5673,1369377,4139,721286,2.6
2021-06-03,50-64,1434,850583,3370,767819,324,81298,5128,1374505,3694,724980,2.35
2021-06-04,50-64,1547,852130,3517,771336,324,81622,5388,1379893,3841,728821,2.23
2021-06-05,50-64,1087,853217,2212,773548,196,81818,3495,1383388,2408,731229,1.89
2021-06-06,50-64,491,853708,837,774385,95,81913,1423,1384811,932,732161,1.81
2021-06-07,50-64,1123,854831,2306,776691,204,82117,3633,1388444,2510,734671,1.75
2021-06-08,50-64,1128,855959,2777,779468,267,82384,4172,1392616,3044,737715,1.9
2021-06-09,50-64,1186,857145,2604,782072,270,82654,4060,1396676,2874,740589,1.87
2021-06-10,50-64,1264,858409,2790,784862,272,82926,4326,1401002,3062,743651,1.79
2021-06-11,50-64,1274,859683,3074,787936,329,83255,4677,1405679,3403,747054,1.68
2021-06-12,50-64,817,860500,1965,789901,160,83415,2942,1408621,2125,749179,1.63
2021-06-13,50-64,299,860799,1023,790924,78,83493,1400,1410021,1101,750280,1.57
2021-06-14,50-64,907,861706,2160,793084,170,83663,3237,1413258,2330,752610,1.55
2021-06-15,50-64,988,862694,2420,795504,224,83887,3632,1416890,2644,755254,1.43
2021-06-16,50-64,983,863677,2268,797772,193,84080,3444,1420334,2461,757715,1.34
2021-06-17,50-64,1128,864805,2252,800024,200,84280,3580,1423914,2452,760167,1.27
2021-06-18,50-64,1200,866005,2281,802305,194,84474,3675,1427589,2475,762642,1.21
2021-06-19,50-64,704,866709,1423,803728,160,84634,2287,1429876,1583,764225,1.12
2021-06-20,50-64,322,867031,675,804403,81,84715,1078,1430954,756,764981,1.07
2021-06-21,50-64,890,867921,1081,805484,155,84870,2126,1433080,1236,766217,1.03
2021-06-22,50-64,918,868839,1619,807103,175,85045,2712,1435792,1794,768011,0.99
2021-06-23,50-64,1014,869853,1697,808800,176,85221,2887,1438679,1873,769884,0.95
2021-06-24,50-64,950,870803,1584,810384,151,85372,2685,1441364,1735,771619,0.9
2021-08-28,12-17,1206,307423,1244,260891,1,117,2451,139704,1245,70216,18.94
2021-08-29,12-17,772,308195,901,261792,0,117,0,139704,0,70216,18.98
2021-08-30,12-17,1115,309310,1338,263130,0,117,0,139704,0,70216,19.52
2021-08-31,12-17,1055,310365,1434,264564,0,117,0,139704,0,70216,19.96
2021-09-01,12-17,971,311336,1311,265875,0,117,0,139704,0,70216,20.02
2021-09-02,12-17,987,312323,1438,267313,0,117,0,139704,0,70216,20.06
2021-09-03,12-17,1281,313604,1771,269084,0,117,0,139704,0,70216,19.65
2021-09-04,12-17,988,314592,1215,270299,0,117,0,139704,0,70216,19.03
2021-09-05,12-17,713,315305,739,271038,0,117,0,139704,0,70216,19.23
2021-09-06,12-17,256,315561,312,271350,0,117,0,139704,0,70216,18.56
2021-09-07,12-17,1108,316669,1934,273284,1,118,3043,142747,1935,72151,16.97
2021-09-08,12-17,737,317406,1214,274498,0,118,0,142747,0,72151,16.11
2021-09-09,12-17,689,318095,1208,275706,0,118,0,142747,0,72151,16.5
2021-09-10,12-17,896,318991,1480,277186,0,118,0,142747,0,72151,16.93
2021-09-11,12-17,916,319907,1209,278395,1,119,2126,144873,1210,73361,17.74
2021-09-12,12-17,530,320437,772,279167,0,119,0,144873,0,73361,17.92
2021-09-13,12-17,582,321019,1065,280232,0,119,0,144873,0,73361,18.63
2021-09-14,12-17,632,321651,1165,281397,0,119,0,144873,0,73361,19.78
2021-09-15,12-17,855,322506,1406,282803,0,119,0,144873,0,73361,20.78
2021-09-16,12-17,874,323380,1382,284185,1,120,2257,147130,1383,74744,20.72
2021-09-17,12-17,814,324194,1454,285639,0,120,0,147130,0,74744,20.48
2021-09-18,12-17,691,324885,1227,286866,0,120,0,147130,0,74744,20.21
2021-09-19,12-17,446,325331,693,287559,0,120,0,147130,0,74744,20.3
2021-09-20,12-17,500,325831,843,288402,0,120,0,147130,0,74744,20.01
2021-09-21,12-17,553,326384,893,289295,2,122,1448,148578,895,75639,19.91
2021-09-22,12-17,563,326947,854,290149,0,122,0,148578,0,75639,20.09
2021-09-23,12-17,557,327504,863,291012,0,122,0,148578,0,75639,19.7
2021-09-24,12-17,774,328278,1136,292148,0,122,0,148578,0,75639,20.39
2021-09-25,12-17,540,328818,1040,293188,0,122,0,148578,0,75639,20.57
2021-09-26,12-17,326,329144,703,293891,0,122,0,148578,0,75639,20.15
2021-09-27,12-17,606,329750,454,294345,0,122,0,148578,0,75639,20.15
2021-09-28,12-17,513,330263,837,295182,2,124,1352,149930,839,76478,20.1
2021-09-29,12-17,452,330715,632,295814,0,124,0,149930,0,76478,20.27
2021-09-30,12-17,500,331215,615,296429,0,124,0,149930,0,76478,20.67
2021-10-01,12-17,693,331908,914,297343,0,124,0,149930,0,76478,20.01
2021-10-02,12-17,464,332372,724,298067,0,124,0,149930,0,76478,19.96
2021-10-03,12-17,319,332691,594,298661,1,125,914,150844,595,77073,20.23
2021-10-04,12-17,435,333126,487,299148,0,125,0,150844,0,77073,19.47
2021-10-05,12-17,414,333540,539,299687,0,125,0,150844,0,77073,19.36
2021-10-06,12-17,384,333924,585,300272,0,125,0,150844,0,77073,19.17
2021-10-07,12-17,406,334330,590,300862,1,126,997,151841,591,77664,18.33
2021-10-08,12-17,545,334875,820,301682,0,126,0,151841,0,77664,18.26
2021-10-09,12-17,404,335279,540,302222,0,126,0,151841,0,77664,18.83
2021-10-10,12-17,245,335524,382,302604,0,126,0,151841,0,77664,18.2
2021-10-11,12-17,453,335977,525,303129,0,126,0,151841,0,77664,17.63
2021-10-12,12-17,311,336288,551,303680,1,127,863,152704,552,78216,17.72
2021-10-13,12-17,424,336712,530,304210,0,127,0,152704,0,78216,17.07
2021-10-14,12-17,388,337100,510,304720,0,127,0,152704,0,78216,16.81
2021-10-15,12-17,568,337668,760,305480,0,127,0,152704,0,78216,16.05
2021-08-11,18-49,3945,1635087,2350,1458043,290,138359,6585,2708288,2640,1389228,13.67
2021-08-12,18-49,3703,1638790,2273,1460316,293,138652,6269,2714557,2566,1391794,13.81
2021-08-13,18-49,4020,1642810,2777,1463093,261,138913,7058,2721615,3038,1394832,14.1
2021-08-14,18-49,2720,1645530,1746,1464839,208,139121,4674,2726289,1954,1396786,14.14
2021-08-15,18-49,1961,1647491,1531,1466370,125,139246,3617,2729906,1656,1398442,14.56
2021-08-16,18-49,3029,1650520,2616,1468986,261,139507,5906,2735812,2877,1401319,15.09
2021-08-17,18-49,3610,1654130,2766,1471752,255,139762,6631,2742443,3021,1404340,15.39
2021-08-18,18-49,3543,1657673,2814,1474566,340,140102,6697,2749140,3154,1407494,15.42
2021-08-19,18-49,3330,1661003,2888,1477454,290,140392,6508,2755648,3178,1410672,16.02
2021-08-20,18-49,3815,1664818,3445,1480899,273,140665,7533,2763181,3718,1414390,16.29
2021-08-21,18-49,2272,1667090,2114,1483013,146,140811,4532,2767713,2260,1416650,16.58
2021-08-22,18-49,1797,1668887,1830,1484843,83,140894,3710,2771423,1913,1418563,16.95
2021-08-23,18-49,3230,1672117,3218,1488061,201,141095,6649,2778072,3419,1421982,16.94
2021-08-24,18-49,3660,1675777,3160,1491221,291,141386,7111,2785183,3451,1425433,17.37
2021-08-25,18-49,3668,1679445,3250,1494471,306,141692,7224,2792407,3556,1428989,17.8
2021-08-26,18-49,3943,1683388,3387,1497858,268,141960,7598,2800005,3655,1432644,18.19
2021-08-27,18-49,3832,1687220,3825,1501683,210,142170,7867,2807872,4035,1436679,18.75
2021-08-28,18-49,2696,1689916,2624,1504307,162,142332,5482,2813354,2786,1439465,18.94
2021-08-29,18-49,2050,1691966,1957,1506264,62,142394,4069,2817423,2019,1441484,18.98
2021-08-30,18-49,3555,1695521,3491,1509755,198,142592,7244,2824667,3689,1445173,19.52
2021-08-31,18-49,3586,1699107,3337,1513092,212,142804,7135,2831802,3549,1448722,19.96
2021-09-01,18-49,3372,1702479,3168,1516260,259,143063,6799,2838601,3427,1452149,20.02
2021-09-02,18-49,3206,1705685,3149,1519409,214,143277,6569,2845170,3363,1455512,20.06
2021-09-03,18-49,3231,1708916,3589,1522998,198,143475,7018,2852188,3787,1459299,19.65
2021-09-04,18-49,1939,1710855,2212,1525210,105,143580,4256,2856444,2317,1461616,19.03
2021-09-05,18-49,1749,1712604,1645,1526855,87,143667,3481,2859925,1732,1463348,19.23
2021-09-06,18-49,587,1713191,622,1527477,51,143718,1260,2861185,673,1464021,18.56
2021-09-07,18-49,2891,1716082,3738,1531215,200,143918,6829,2868014,3938,1467959,16.97
2021-09-08,18-49,2990,1719072,3208,1534423,253,144171,6451,2874465,3461,1471420,16.11
2021-09-09,18-49,3161,1722233,3007,1537430,233,144404,6401,2880866,3240,1474660,16.5
2021-09-10,18-49,3494,1725727,3379,1540809,286,144690,7159,2888025,3665,1478325,16.93
2021-09-11,18-49,2165,1727892,2224,1543033,179,144869,4568,2892593,2403,1480728,17.74
2021-09-12,18-49,1724,1729616,1702,1544735,73,144942,3499,2896092,1775,1482503,17.92
2021-09-13,18-49,2987,1732603,2856,1547591,176,145118,6019,2902111,3032,1485535,18.63
2021-09-14,18-49,2917,1735520,3139,1550730,237,145355,6293,2908404,3376,1488911,19.78
2021-09-15,18-49,2885,1738405,3252,1553982,242,145597,6379,2914783,3494,1492405,20.78
2021-09-16,18-49,2610,1741015,3122,1557104,200,145797,5932,2920715,3322,1495727,20.72
2021-09-17,18-49,3051,1744066,3646,1560750,230,146027,6927,2927642,3876,1499603,20.48
2021-09-18,18-49,2104,1746170,2552,1563302,90,146117,4746,2932388,2642,1502245,20.21
2021-09-19,18-49,1447,1747617,1741,1565043,51,146168,3239,2935627,1792,1504037,20.3
2021-09-20,18-49,2261,1749878,2858,1567901,181,146349,5300,2940927,3039,1507076,20.01
2021-09-21,18-49,2564,1752442,3085,1570986,193,146542,5842,2946769,3278,1510354,19.91
2021-09-22,18-49,2390,1754832,2795,1573781,194,146736,5379,2952148,2989,1513343,20.09
2021-09-23,18-49,2315,1757147,2775,1576556,164,146900,5254,2957402,2939,1516282,19.7
2021-09-24,18-49,2699,1759846,3078,1579634,184,147084,5961,2963363,3262,1519544,20.39
2021-09-25,18-49,1675,1761521,1746,1581380,45,147129,3466,2966829,1791,1521335,20.57
2021-09-26,18-49,1191,1762712,1372,1582752,59,147188,2622,2969451,1431,1522766,20.15
2021-06-25,50-64,996,871799,1676,812060,194,85566,2866,1444230,1870,773489,0.9
2021-06-26,50-64,612,872411,987,813047,95,85661,1694,1445924,1082,774571,0.96
2021-06-27,50-64,393,872804,534,813581,39,85700,966,1446890,573,775144,0.95
2021-06-28,50-64,732,873536,1039,814620,142,85842,1913,1448803,1181,776325,0.92
2021-06-29,50-64,810,874346,1140,815760,130,85972,2080,1450883,1270,777595,0.93
2021-06-30,50-64,904,875250,1102,816862,151,86123,2157,1453040,1253,778848,0.95
2021-07-01,50-64,797,876047,1181,818043,128,86251,2106,1455146,1309,780157,1
2021-07-02,50-64,926,876973,1189,819232,145,86396,2260,1457406,1334,781491,1.08
2021-07-03,50-64,540,877513,656,819888,61,86457,1257,1458663,717,782208,1.07
2021-07-04,50-64,75,877588,80,819968,18,86475,173,1458836,98,782306,1.07
2021-07-05,50-64,565,878153,612,820580,77,86552,1254,1460090,689,782995,1.1
2021-07-06,50-64,749,878902,1110,821690,128,86680,1987,1462077,1238,784233,1.08
2021-07-07,50-64,744,879646,1063,822753,112,86792,1919,1463996,1175,785408,1.14
2021-07-08,50-64,781,880427,1099,823852,160,86952,2040,1466036,1259,786667,1.28
2021-07-09,50-64,937,881364,1237,825089,133,87085,2307,1468343,1370,788037,1.35
2021-07-10,50-64,557,881921,695,825784,89,87174,1341,1469684,784,788821,1.39
2021-07-11,50-64,370,882291,370,826154,45,87219,785,1470469,415,789236,1.49
2021-07-12,50-64,742,883033,830,826984,90,87309,1662,1472131,920,790156,1.66
2021-07-13,50-64,735,883768,846,827830,75,87384,1656,1473787,921,791077,1.77
2021-07-14,50-64,705,884473,893,828723,105,87489,1703,1475490,998,792075,1.96
2021-07-15,50-64,768,885241,858,829581,90,87579,1716,1477206,948,793023,2.05
2021-07-16,50-64,886,886127,1033,830614,97,87676,2016,1479222,1130,794153,2.18
2021-07-17,50-64,575,886702,591,831205,61,87737,1227,1480449,652,794805,2.39
2021-07-18,50-64,360,887062,347,831552,22,87759,729,1481178,369,795174,2.53
2021-07-19,50-64,902,887964,798,832350,85,87844,1785,1482963,883,796057,2.62
2021-07-20,50-64,941,888905,779,833129,91,87935,1811,1484774,870,796927,2.95
2021-07-21,50-64,950,889855,831,833960,103,88038,1884,1486658,934,797861,3.24
2021-07-22,50-64,1075,890930,830,834790,127,88165,2032,1488690,957,798818,3.49
2021-07-23,50-64,1325,892255,954,835744,133,88298,2412,1491102,1087,799905,3.81
2021-07-24,50-64,723,892978,584,836328,73,88371,1380,1492482,657,800562,4.14
2021-07-25,50-64,516,893494,187,836515,27,88398,730,1493212,214,800776,4.42
2021-07-26,50-64,1030,894524,620,837135,103,88501,1753,1494965,723,801499,4.78
2021-07-27,50-64,1132,895656,759,837894,117,88618,2008,1496973,876,802375,5.19
2021-07-28,50-64,1217,896873,764,838658,113,88731,2094,1499067,877,803252,5.66
2021-07-29,50-64,1183,898056,729,839387,113,88844,2025,1501092,842,804094,6.23
2021-07-30,50-64,1413,899469,883,840270,149,88993,2445,1503537,1032,805126,6.86
2021-07-31,50-64,837,900306,511,840781,58,89051,1406,1504943,569,805695,7.43
2021-08-01,50-64,580,900886,329,841110,38,89089,947,1505890,367,806062,7.89
2021-08-02,50-64,1282,902168,638,841748,83,89172,2003,1507893,721,806783,8.02
2021-08-03,50-64,1263,903431,678,842426,133,89305,2074,1509967,811,807594,8.68
2021-08-04,50-64,1308,904739,705,843131,158,89463,2171,1512138,863,808457,9.21
2021-08-05,50-64,1322,906061,739,843870,126,89589,2187,1514325,865,809322,10.07
2021-08-06,50-64,1464,907525,866,844736,124,89713,2454,1516779,990,810312,10.79
2021-08-07,50-64,840,908365,490,845226,69,89782,1399,1518178,559,810871,11.52
2021-08-08,50-64,567,908932,330,845556,39,89821,936,1519114,369,811240,11.85
2021-08-09,50-64,1123,910055,788,846344,87,89908,1998,1521112,875,812115,12.46
