OBJECTID,VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,CombinedAllDoses,CombinedAllDosesCumulative,FullyVaccinated,FullyVaccinatedCumulative
624,2021/03/29 15:00:00+00,50-64,13258,463391,6090,205744,490,23700,19838,367640,6580,105307
625,2021/03/30 15:00:00+00,50-64,17503,480894,6218,211962,802,24502,24523,392163,7020,112327
626,2021/03/31 15:00:00+00,50-64,16209,497103,7711,219673,2450,26952,26370,418533,10161,122488
627,2021/04/01 15:00:00+00,50-64,18252,515355,9868,229541,2495,29447,30615,449148,12363,134851
628,2021/04/02 15:00:00+00,50-64,13938,529293,7643,237184,2476,31923,24057,473205,10119,144970
629,2021/04/03 15:00:00+00,50-64,7250,536543,4673,241857,1728,33651,13651,486856,6401,151371
630,2021/04/04 15:00:00+00,50-64,2845,539388,3002,244859,321,33972,6168,493024,3323,154694
631,2021/04/05 15:00:00+00,50-64,9315,548703,7881,252740,2597,36569,19793,512817,10478,165172
632,2021/04/06 15:00:00+00,50-64,13597,562300,8866,261606,3664,40233,26127,538944,12530,177702
633,2021/04/07 15:00:00+00,50-64,12075,574375,9781,271387,4563,44796,26419,565363,14344,192046
634,2021/04/08 15:00:00+00,50-64,14129,588504,10473,281860,4896,49692,29498,594861,15369,207415
635,2021/04/09 15:00:00+00,50-64,10298,598802,10410,292270,5546,55238,26254,621115,15956,223371
636,2021/04/10 15:00:00+00,50-64,7420,606222,8004,300274,2691,57929,18115,639230,10695,234066
637,2021/04/11 15:00:00+00,50-64,4990,611212,4794,305068,2932,60861,12716,651946,7726,241792
638,2021/04/12 15:00:00+00,50-64,6982,618194,11213,316281,3834,64695,22029,673975,15047,256839
639,2021/04/13 15:00:00+00,50-64,12622,630816,11919,328200,122,64817,24663,698638,12041,268880
640,2021/04/14 15:00:00+00,50-64,11087,641903,12593,340793,72,64889,23752,722390,12665,281545
641,2021/04/15 15:00:00+00,50-64,11442,653345,13679,354472,45,64934,25166,747556,13724,295269
642,2021/04/16 15:00:00+00,50-64,10148,663493,13695,368167,5,64939,23848,771404,13700,308969
643,2021/04/17 15:00:00+00,50-64,8155,671648,8115,376282,3,64942,16273,787677,8118,317087
644,2021/04/18 15:00:00+00,50-64,4945,676593,7402,383684,1,64943,12348,800025,7403,324490
645,2021/04/19 15:00:00+00,50-64,7975,684568,15013,398697,12,64955,23000,823025,15025,339515
646,2021/04/20 15:00:00+00,50-64,8203,692771,18387,417084,14,64969,26604,849629,18401,357916
647,2021/04/21 15:00:00+00,50-64,9855,702626,18429,435513,4,64973,28288,877917,18433,376349
648,2021/04/22 15:00:00+00,50-64,9459,712085,17650,453163,2,64975,27111,905028,17652,394001
649,2021/04/23 15:00:00+00,50-64,8837,720922,15586,468749,1,64976,24424,929452,15587,409588
650,2021/04/24 15:00:00+00,50-64,6641,727563,10393,479142,25,65001,17059,946511,10418,420006
651,2021/04/25 15:00:00+00,50-64,4671,732234,3147,482289,9,65010,7827,954338,3156,423162
652,2021/04/26 15:00:00+00,50-64,6717,738951,12493,494782,71,65081,19281,973619,12564,435726
653,2021/04/27 15:00:00+00,50-64,7115,746066,12000,506782,370,65451,19485,993104,12370,448096
654,2021/04/28 15:00:00+00,50-64,7093,753159,14062,520844,473,65924,21628,1014732,14535,462631
655,2021/04/29 15:00:00+00,50-64,7279,760438,13663,534507,498,66422,21440,1036172,14161,476792
656,2021/04/30 15:00:00+00,50-64,7324,767762,10800,545307,557,66979,18681,1054853,11357,488149
657,2021/05/01 15:00:00+00,50-64,4729,772491,7999,553306,359,67338,13087,1067940,8358,496507
658,2021/05/02 15:00:00+00,50-64,2154,774645,4319,557625,260,67598,6733,1074673,4579,501086
659,2021/05/03 15:00:00+00,50-64,3143,777788,8120,565745,637,68235,11900,1086573,8757,509843
660,2021/05/04 15:00:00+00,50-64,3509,781297,12096,577841,604,68839,16209,1102782,12700,522543
661,2021/05/05 15:00:00+00,50-64,4736,786033,11070,588911,659,69498,16465,1119247,11729,534272
662,2021/05/06 15:00:00+00,50-64,4272,790305,12378,601289,627,70125,17277,1136524,13005,547277
663,2021/05/07 15:00:00+00,50-64,4114,794419,10323,611612,631,70756,15068,1151592,10954,558231
664,2021/05/08 15:00:00+00,50-64,2404,796823,8431,620043,438,71194,11273,1162865,8869,567100
665,2021/05/09 15:00:00+00,18-49,3325,1279539,7303,893583,409,96342,11037,1746263,7712,782751
666,2021/05/10 15:00:00+00,18-49,5312,1284851,17828,911411,746,97088,23886,1770149,18574,801325
667,2021/05/11 15:00:00+00,18-49,7710,1292561,18302,929713,770,97858,26782,1796931,19072,820397
668,2021/05/12 15:00:00+00,18-49,7906,1300467,22631,952344,1121,98979,31658,1828589,23752,844149
669,2021/05/13 15:00:00+00,18-49,7260,1307727,20494,972838,700,99679,28454,1857043,21194,865343
670,2021/05/14 15:00:00+00,18-49,9154,1316881,17599,990437,969,100648,27722,1884765,18568,883911
671,2021/05/15 15:00:00+00,18-49,6778,1323659,14362,1004799,940,101588,22080,1906845,15302,899213
672,2021/05/16 15:00:00+00,18-49,3396,1327055,10873,1015672,707,102295,14976,1921821,11580,910793
673,2021/05/17 15:00:00+00,18-49,6215,1333270,15944,1031616,1166,103461,23325,1945146,17110,927903
674,2021/05/18 15:00:00+00,18-49,8566,1341836,18731,1050347,1157,104618,28454,1973600,19888,947791
675,2021/05/19 15:00:00+00,18-49,9816,1351652,19428,1069775,987,105605,30231,2003831,20415,968206
676,2021/05/20 15:00:00+00,18-49,9115,1360767,19621,1089396,1169,106774,29905,2033736,20790,988996
677,2021/05/21 15:00:00+00,18-49,8570,1369337,18505,1107901,945,107719,28020,2061756,19450,1008446
678,2021/05/22 15:00:00+00,18-49,6846,1376183,11934,1119835,816,108535,19596,2081352,12750,1021196
679,2021/05/23 15:00:00+00,18-49,4076,1380259,7202,1127037,653,109188,11931,2093283,7855,1029051
680,2021/05/24 15:00:00+00,18-49,6257,1386516,10222,1137259,904,110092,17383,2110666,11126,1040177
681,2021/05/25 15:00:00+00,18-49,6677,1393193,10920,1148179,809,110901,18406,2129072,11729,1051906
682,2021/05/26 15:00:00+00,18-49,7007,1400200,11436,1159615,927,111828,19370,2148442,12363,1064269
683,2021/05/27 15:00:00+00,18-49,6010,1406210,10532,1170147,649,112477,17191,2165633,11181,1075450
684,2021/05/28 15:00:00+00,18-49,6276,1412486,12207,1182354,883,113360,19366,2184999,13090,1088540
685,2021/05/29 15:00:00+00,18-49,4704,1417190,7264,1189618,599,113959,12567,2197566,7863,1096403
686,2021/05/30 15:00:00+00,18-49,2714,1419904,4258,1193876,418,114377,7390,2204956,4676,1101079
687,2021/05/31 15:00:00+00,18-49,881,1420785,2185,1196061,187,114564,3253,2208209,2372,1103451
688,2021/06/01 15:00:00+00,18-49,5418,1426203,9948,1206009,690,115254,16056,2224265,10638,1114089
689,2021/06/02 15:00:00+00,18-49,4798,1431001,9606,1215615,576,115830,14980,2239245,10182,1124271
690,2021/06/03 15:00:00+00,18-49,4217,1435218,7849,1223464,627,116457,12693,2251938,8476,1132747
691,2021/06/04 15:00:00+00,18-49,4393,1439611,8940,1232404,631,117088,13964,2265902,9571,1142318
692,2021/06/05 15:00:00+00,18-49,3449,1443060,6030,1238434,477,117565,9956,2275858,6507,1148825
693,2021/06/06 15:00:00+00,18-49,1753,1444813,2437,1240871,289,117854,4479,2280337,2726,1151551
694,2021/06/07 15:00:00+00,18-49,3653,1448466,5298,1246169,432,118286,9383,2289720,5730,1157281
695,2021/06/08 15:00:00+00,18-49,3510,1451976,7414,1253583,449,118735,11373,2301093,7863,1165144
696,2021/06/09 15:00:00+00,18-49,3902,1455878,7701,1261284,612,119347,12215,2313308,8313,1173457
697,2021/06/10 15:00:00+00,18-49,3729,1459607,7805,1269089,491,119838,12025,2325333,8296,1181753
698,2021/06/11 15:00:00+00,18-49,3860,1463467,7874,1276963,656,120494,12390,2337723,8530,1190283
699,2021/06/12 15:00:00+00,18-49,2760,1466227,6310,1283273,415,120909,9485,2347208,6725,1197008
700,2021/06/13 15:00:00+00,18-49,1168,1467395,3408,1286681,315,121224,4891,2352099,3723,1200731
701,2021/06/14 15:00:00+00,18-49,2962,1470357,5855,1292536,461,121685,9278,2361377,6316,1207047
702,2021/06/15 15:00:00+00,18-49,2960,1473317,7082,1299618,537,122222,10579,2371956,7619,1214666
703,2021/06/16 15:00:00+00,18-49,3271,1476588,6976,1306594,439,122661,10686,2382642,7415,1222081
704,2021/06/17 15:00:00+00,18-49,3412,1480000,6406,1313000,441,123102,10259,2392901,6847,1228928
705,2021/06/18 15:00:00+00,18-49,3421,1483421,6457,1319457,417,123519,10295,2403196,6874,1235802
706,2021/06/19 15:00:00+00,18-49,2437,1485858,4586,1324043,422,123941,7445,2410641,5008,1240810
707,2021/06/20 15:00:00+00,18-49,1368,1487226,2678,1326721,274,124215,4320,2414961,2952,1243762
708,2021/06/21 15:00:00+00,18-49,2881,1490107,2892,1329613,401,124616,6174,2421135,3293,1247055
709,2021/06/22 15:00:00+00,18-49,2872,1492979,4921,1334534,457,125073,8250,2429385,5378,1252433
710,2021/06/23 15:00:00+00,18-49,3038,1496017,4958,1339492,359,125432,8355,2437740,5317,1257750
711,2021/06/24 15:00:00+00,18-49,2964,1498981,4117,1343609,361,125793,7442,2445182,4478,1262228
712,2021/07/10 15:00:00+00,12-17,830,240073,1096,206421,,98,,110481,,57722
713,2021/07/11 15:00:00+00,12-17,658,240731,568,206989,,98,,110481,,57722
714,2021/07/12 15:00:00+00,12-17,1068,241799,1370,208359,,98,,110481,,57722
715,2021/07/13 15:00:00+00,12-17,1171,242970,1217,209576,3,101,2391,112872,1220,58942
716,2021/07/14 15:00:00+00,12-17,1227,244197,1526,211102,,101,,112872,,58942
717,2021/07/15 15:00:00+00,12-17,1308,245505,1266,212368,,101,,112872,,58942
718,2021/07/16 15:00:00+00,12-17,1249,246754,1243,213611,,101,,112872,,58942
719,2021/07/17 15:00:00+00,12-17,801,247555,810,214421,,101,,112872,,58942
720,2021/07/18 15:00:00+00,12-17,488,248043,575,214996,,101,,112872,,58942
721,2021/07/19 15:00:00+00,12-17,1233,249276,1146,216142,,101,,112872,,58942
722,2021/07/20 15:00:00+00,12-17,1313,250589,1180,217322,,101,,112872,,58942
723,2021/07/21 15:00:00+00,12-17,1480,252069,1297,218619,,101,,112872,,58942
724,2021/07/22 15:00:00+00,12-17,1554,253623,1083,219702,1,102,2638,115510,1084,60026
725,2021/07/23 15:00:00+00,12-17,1584,255207,1060,220762,1,103,2645,118155,1061,61087
726,2021/07/24 15:00:00+00,12-17,962,256169,718,221480,1,104,1681,119836,719,61806
727,2021/07/25 15:00:00+00,12-17,792,256961,213,221693,,104,,119836,,61806
728,2021/07/26 15:00:00+00,12-17,1499,258460,979,222672,,104,,119836,,61806
729,2021/07/27 15:00:00+00,12-17,1528,259988,1014,223686,1,105,2543,122379,1015,62821
730,2021/07/28 15:00:00+00,12-17,1718,261706,928,224614,,105,,122379,,62821
731,2021/07/29 15:00:00+00,12-17,1669,263375,1023,225637,,105,,122379,,62821
732,2021/07/30 15:00:00+00,12-17,1882,265257,1068,226705,,105,,122379,,62821
733,2021/07/31 15:00:00+00,12-17,1040,266297,765,227470,1,106,1806,124185,766,63587
734,2021/08/01 15:00:00+00,12-17,858,267155,597,228067,,106,,124185,,63587
735,2021/08/02 15:00:00+00,12-17,1641,268796,999,229066,,106,,124185,,63587
736,2021/08/03 15:00:00+00,12-17,1768,270564,1065,230131,,106,,124185,,63587
737,2021/08/04 15:00:00+00,12-17,1738,272302,1024,231155,,106,,124185,,63587
738,2021/08/05 15:00:00+00,12-17,1874,274176,1163,232318,2,108,3039,127224,1165,64752
739,2021/08/06 15:00:00+00,12-17,1801,275977,1145,233463,,108,,127224,,64752
740,2021/08/07 15:00:00+00,12-17,1158,277135,693,234156,,108,,127224,,64752
741,2021/08/08 15:00:00+00,12-17,885,278020,493,234649,,108,,127224,,64752
742,2021/08/09 15:00:00+00,12-17,1691,279711,1163,235812,,108,,127224,,64752
743,2021/08/10 15:00:00+00,12-17,1710,281421,1142,236954,,108,,127224,,64752
744,2021/08/11 15:00:00+00,12-17,1751,283172,1193,238147,2,110,2946,130170,1195,65947
745,2021/08/12 15:00:00+00,12-17,1636,284808,1222,239369,3,113,2861,133031,1225,67172
746,2021/08/13 15:00:00+00,12-17,1746,286554,1393,240762,,113,,133031,,67172
747,2021/08/14 15:00:00+00,12-17,1238,287792,852,241614,2,115,2092,135123,854,68026
748,2021/08/15 15:00:00+00,12-17,769,288561,683,242297,,115,,135123,,68026
749,2021/08/16 15:00:00+00,12-17,1319,289880,1415,243712,,115,,135123,,68026
750,2021/08/17 15:00:00+00,12-17,1851,291731,1382,245094,,115,,135123,,68026
751,2021/08/18 15:00:00+00,12-17,1509,293240,1535,246629,,115,,135123,,68026
752,2021/08/19 15:00:00+00,12-17,1525,294765,1424,248053,,115,,135123,,68026
753,2021/08/20 15:00:00+00,12-17,1533,296298,1648,249701,,115,,135123,,68026
754,2021/08/21 15:00:00+00,12-17,1185,297483,944,250645,1,116,2130,137253,945,68971
755,2021/08/22 15:00:00+00,12-17,745,298228,825,251470,,116,,137253,,68971
756,2021/08/23 15:00:00+00,12-17,1463,299691,1576,253046,,116,,137253,,68971
757,2021/08/24 15:00:00+00,12-17,1557,301248,1577,254623,,116,,137253,,68971
758,2021/08/25 15:00:00+00,12-17,1696,302944,1609,256232,,116,,137253,,68971
759,2021/08/26 15:00:00+00,12-17,1619,304563,1738,257970,,116,,137253,,68971
760,2021/08/27 15:00:00+00,12-17,1654,306217,1677,259647,,116,,137253,,68971
761,2021/06/25 15:00:00+00,18-49,3080,1502061,4714,1348323,354,126147,8148,2453330,5068,1267296
762,2021/06/26 15:00:00+00,18-49,2059,1504120,3134,1351457,279,126426,5472,2458802,3413,1270709
763,2021/06/27 15:00:00+00,18-49,1553,1505673,1830,1353287,136,126562,3519,2462321,1966,1272675
764,2021/06/28 15:00:00+00,18-49,2632,1508305,3124,1356411,339,126901,6095,2468416,3463,1276138
765,2021/06/29 15:00:00+00,18-49,2797,1511102,3448,1359859,338,127239,6583,2474999,3786,1279924
766,2021/06/30 15:00:00+00,18-49,2980,1514082,3616,1363475,402,127641,6998,2481997,4018,1283942
767,2021/07/01 15:00:00+00,18-49,2787,1516869,3435,1366910,326,127967,6548,2488545,3761,1287703
768,2021/07/02 15:00:00+00,18-49,2779,1519648,3358,1370268,334,128301,6471,2495016,3692,1291395
769,2021/07/03 15:00:00+00,18-49,1836,1521484,1954,1372222,183,128484,3973,2498989,2137,1293532
770,2021/07/04 15:00:00+00,18-49,249,1521733,222,1372444,41,128525,512,2499501,263,1293795
771,2021/07/05 15:00:00+00,18-49,2143,1523876,2178,1374622,198,128723,4519,2504020,2376,1296171
772,2021/07/06 15:00:00+00,18-49,2432,1526308,3174,1377796,276,128999,5882,2509902,3450,1299621
773,2021/07/07 15:00:00+00,18-49,2458,1528766,3165,1380961,335,129334,5958,2515860,3500,1303121
774,2021/07/08 15:00:00+00,18-49,2637,1531403,3071,1384032,359,129693,6067,2521927,3430,1306551
775,2021/07/09 15:00:00+00,18-49,2887,1534290,3375,1387407,371,130064,6633,2528560,3746,1310297
776,2021/07/10 15:00:00+00,18-49,1901,1536191,2338,1389745,204,130268,4443,2533003,2542,1312839
777,2021/07/11 15:00:00+00,18-49,1464,1537655,1429,1391174,172,130440,3065,2536068,1601,1314440
778,2021/07/12 15:00:00+00,18-49,2390,1540045,2681,1393855,259,130699,5330,2541398,2940,1317380
779,2021/07/13 15:00:00+00,18-49,2473,1542518,2483,1396338,254,130953,5210,2546608,2737,1320117
780,2021/07/14 15:00:00+00,18-49,2421,1544939,2598,1398936,278,131231,5297,2551905,2876,1322993
781,2021/07/15 15:00:00+00,18-49,2486,1547425,2518,1401454,250,131481,5254,2557159,2768,1325761
782,2021/07/16 15:00:00+00,18-49,2828,1550253,2817,1404271,260,131741,5905,2563064,3077,1328838
783,2021/07/17 15:00:00+00,18-49,1861,1552114,1893,1406164,239,131980,3993,2567057,2132,1330970
784,2021/07/18 15:00:00+00,18-49,1262,1553376,1185,1407349,75,132055,2522,2569579,1260,1332230
785,2021/07/19 15:00:00+00,18-49,2718,1556094,2432,1409781,266,132321,5416,2574995,2698,1334928
786,2021/07/20 15:00:00+00,18-49,2789,1558883,2532,1412313,228,132549,5549,2580544,2760,1337688
787,2021/07/21 15:00:00+00,18-49,2965,1561848,2580,1414893,280,132829,5825,2586369,2860,1340548
788,2021/07/22 15:00:00+00,18-49,2986,1564834,2425,1417318,293,133122,5704,2592073,2718,1343266
789,2021/07/23 15:00:00+00,18-49,3575,1568409,2579,1419897,332,133454,6486,2598559,2911,1346177
790,2021/07/24 15:00:00+00,18-49,2386,1570795,1777,1421674,188,133642,4351,2602910,1965,1348142
791,2021/07/25 15:00:00+00,18-49,1870,1572665,698,1422372,110,133752,2678,2605588,808,1348950
792,2021/07/26 15:00:00+00,18-49,3364,1576029,2180,1424552,278,134030,5822,2611410,2458,1351408
793,2021/07/27 15:00:00+00,18-49,3592,1579621,2271,1426823,326,134356,6189,2617599,2597,1354005
794,2021/07/28 15:00:00+00,18-49,3802,1583423,2259,1429082,316,134672,6377,2623976,2575,1356580
795,2021/07/29 15:00:00+00,18-49,3858,1587281,2320,1431402,279,134951,6457,2630433,2599,1359179
796,2021/07/30 15:00:00+00,18-49,4195,1591476,2686,1434088,350,135301,7231,2637664,3036,1362215
797,2021/07/31 15:00:00+00,18-49,2709,1594185,1708,1435796,211,135512,4628,2642292,1919,1364134
798,2021/08/01 15:00:00+00,18-49,2387,1596572,1254,1437050,125,135637,3766,2646058,1379,1365513
799,2021/08/02 15:00:00+00,18-49,4037,1600609,2072,1439122,245,135882,6354,2652412,2317,1367830
800,2021/08/03 15:00:00+00,18-49,3919,1604528,2149,1441271,337,136219,6405,2658817,2486,1370316
801,2021/08/04 15:00:00+00,18-49,4083,1608611,2212,1443483,351,136570,6646,2665463,2563,1372879
802,2021/08/05 15:00:00+00,18-49,4357,1612968,2210,1445693,384,136954,6951,2672414,2594,1375473
803,2021/08/06 15:00:00+00,18-49,4703,1617671,2485,1448178,299,137253,7487,2679901,2784,1378257
804,2021/08/07 15:00:00+00,18-49,3174,1620845,1567,1449745,195,137448,4936,2684837,1762,1380019
805,2021/08/08 15:00:00+00,18-49,2389,1623234,1165,1450910,109,137557,3663,2688500,1274,1381293
806,2021/08/09 15:00:00+00,18-49,3898,1627132,2389,1453299,269,137826,6556,2695056,2658,1383951
807,2021/08/10 15:00:00+00,18-49,4010,1631142,2394,1455693,243,138069,6647,2701703,2637,1386588
808,2021/05/09 15:00:00+00,50-64,1022,797845,3320,623363,219,71413,4561,1167426,3539,570639
809,2021/05/10 15:00:00+00,50-64,2152,799997,8354,631717,468,71881,10974,1178400,8822,579461
810,2021/05/11 15:00:00+00,50-64,2744,802741,8720,640437,477,72358,11941,1190341,9197,588658
811,2021/05/12 15:00:00+00,50-64,2931,805672,9953,650390,579,72937,13463,1203804,10532,599190
812,2021/05/13 15:00:00+00,50-64,2726,808398,9190,659580,435,73372,12351,1216155,9625,608815
813,2021/05/14 15:00:00+00,50-64,3377,811775,8035,667615,568,73940,11980,1228135,8603,617418
814,2021/05/15 15:00:00+00,50-64,2264,814039,6080,673695,421,74361,8765,1236900,6501,623919
815,2021/05/16 15:00:00+00,50-64,1104,815143,4206,677901,323,74684,5633,1242533,4529,628448
816,2021/05/17 15:00:00+00,50-64,2338,817481,6885,684786,572,75256,9795,1252328,7457,635905
817,2021/05/18 15:00:00+00,50-64,2966,820447,8095,692881,570,75826,11631,1263959,8665,644570
818,2021/05/19 15:00:00+00,50-64,3131,823578,8446,701327,500,76326,12077,1276036,8946,653516
819,2021/05/20 15:00:00+00,50-64,2974,826552,8993,710320,559,76885,12526,1288562,9552,663068
820,2021/05/21 15:00:00+00,50-64,3036,829588,8130,718450,476,77361,11642,1300204,8606,671674
821,2021/05/22 15:00:00+00,50-64,2111,831699,5025,723475,342,77703,7478,1307682,5367,677041
822,2021/05/23 15:00:00+00,50-64,1099,832798,2899,726374,264,77967,4262,1311944,3163,680204
823,2021/05/24 15:00:00+00,50-64,2123,834921,4637,731011,416,78383,7176,1319120,5053,685257
824,2021/05/25 15:00:00+00,50-64,2316,837237,5152,736163,348,78731,7816,1326936,5500,690757
825,2021/05/26 15:00:00+00,50-64,2242,839479,4984,741147,425,79156,7651,1334587,5409,696166
826,2021/05/27 15:00:00+00,50-64,2025,841504,5042,746189,332,79488,7399,1341986,5374,701540
827,2021/05/28 15:00:00+00,50-64,2087,843591,5150,751339,387,79875,7624,1349610,5537,707077
828,2021/05/29 15:00:00+00,50-64,1327,844918,2774,754113,261,80136,4362,1353972,3035,710112
829,2021/05/30 15:00:00+00,50-64,667,845585,1434,755547,150,80286,2251,1356223,1584,711696
830,2021/05/31 15:00:00+00,50-64,300,845885,839,756386,82,80368,1221,1357444,921,712617
831,2021/06/01 15:00:00+00,50-64,1730,847615,4211,760597,319,80687,6260,1363704,4530,717147
832,2021/06/02 15:00:00+00,50-64,1534,849149,3852,764449,287,80974,5673,1369377,4139,721286
833,2021/06/03 15:00:00+00,50-64,1434,850583,3370,767819,324,81298,5128,1374505,3694,724980
834,2021/06/04 15:00:00+00,50-64,1547,852130,3517,771336,324,81622,5388,1379893,3841,728821
835,2021/06/05 15:00:00+00,50-64,1087,853217,2212,773548,196,81818,3495,1383388,2408,731229
836,2021/06/06 15:00:00+00,50-64,491,853708,837,774385,95,81913,1423,1384811,932,732161
837,2021/06/07 15:00:00+00,50-64,1123,854831,2306,776691,204,82117,3633,1388444,2510,734671
838,2021/06/08 15:00:00+00,50-64,1128,855959,2777,779468,267,82384,4172,1392616,3044,737715
839,2021/06/09 15:00:00+00,50-64,1186,857145,2604,782072,270,82654,4060,1396676,2874,740589
840,2021/06/10 15:00:00+00,50-64,1264,858409,2790,784862,272,82926,4326,1401002,3062,743651
841,2021/06/11 15:00:00+00,50-64,1274,859683,3074,787936,329,83255,4677,1405679,3403,747054
842,2021/06/12 15:00:00+00,50-64,817,860500,1965,789901,160,83415,2942,1408621,2125,749179
843,2021/06/13 15:00:00+00,50-64,299,860799,1023,790924,78,83493,1400,1410021,1101,750280
844,2021/06/14 15:00:00+00,50-64,907,861706,2160,793084,170,83663,3237,1413258,2330,752610
845,2021/06/15 15:00:00+00,50-64,988,862694,2420,795504,224,83887,3632,1416890,2644,755254
846,2021/06/16 15:00:00+00,50-64,983,863677,2268,797772,193,84080,3444,1420334,2461,757715
847,2021/06/17 15:00:00+00,50-64,1128,864805,2252,800024,200,84280,3580,1423914,2452,760167
848,2021/06/18 15:00:00+00,50-64,1200,866005,2281,802305,194,84474,3675,1427589,2475,762642
849,2021/06/19 15:00:00+00,50-64,704,866709,1423,803728,160,84634,2287,1429876,1583,764225
850,2021/06/20 15:00:00+00,50-64,322,867031,675,804403,81,84715,1078,1430954,756,764981
851,2021/06/21 15:00:00+00,50-64,890,867921,1081,805484,155,84870,2126,1433080,1236,766217
852,2021/06/22 15:00:00+00,50-64,918,868839,1619,807103,175,85045,2712,1435792,1794,768011
853,2021/06/23 15:00:00+00,50-64,1014,869853,1697,808800,176,85221,2887,1438679,1873,769884
854,2021/06/24 15:00:00+00,50-64,950,870803,1584,810384,151,85372,2685,1441364,1735,771619
855,2021/08/28 15:00:00+00,12-17,1206,307423,1244,260891,1,117,2451,139704,1245,70216
856,2021/08/29 15:00:00+00,12-17,772,308195,901,261792,,117,,139704,,70216
857,2021/08/30 15:00:00+00,12-17,1115,309310,1338,263130,,117,,139704,,70216
858,2021/08/31 15:00:00+00,12-17,1055,310365,1434,264564,,117,,139704,,70216
859,2021/09/01 15:00:00+00,12-17,971,311336,1311,265875,,117,,139704,,70216
860,2021/09/02 15:00:00+00,12-17,987,312323,1438,267313,,117,,139704,,70216
861,2021/09/03 15:00:00+00,12-17,1281,313604,1771,269084,,117,,139704,,70216
862,2021/09/04 15:00:00+00,12-17,988,314592,1215,270299,,117,,139704,,70216
863,2021/09/05 15:00:00+00,12-17,713,315305,739,271038,,117,,139704,,70216
864,2021/09/06 15:00:00+00,12-17,256,315561,312,271350,,117,,139704,,70216
865,2021/09/07 15:00:00+00,12-17,1108,316669,1934,273284,1,118,3043,142747,1935,72151
866,2021/09/08 15:00:00+00,12-17,737,317406,1214,274498,,118,,142747,,72151
867,2021/09/09 15:00:00+00,12-17,689,318095,1208,275706,,118,,142747,,72151
868,2021/09/10 15:00:00+00,12-17,896,318991,1480,277186,,118,,142747,,72151
869,2021/09/11 15:00:00+00,12-17,916,319907,1209,278395,1,119,2126,144873,1210,73361
870,2021/09/12 15:00:00+00,12-17,530,320437,772,279167,,119,,144873,,73361
871,2021/09/13 15:00:00+00,12-17,582,321019,1065,280232,,119,,144873,,73361
872,2021/09/14 15:00:00+00,12-17,632,321651,1165,281397,,119,,144873,,73361
873,2021/09/15 15:00:00+00,12-17,855,322506,1406,282803,,119,,144873,,73361
874,2021/09/16 15:00:00+00,12-17,874,323380,1382,284185,1,120,2257,147130,1383,74744
875,2021/09/17 15:00:00+00,12-17,814,324194,1454,285639,,120,,147130,,74744
876,2021/09/18 15:00:00+00,12-17,691,324885,1227,286866,,120,,147130,,74744
877,2021/09/19 15:00:00+00,12-17,446,325331,693,287559,,120,,147130,,74744
878,2021/09/20 15:00:00+00,12-17,500,325831,843,288402,,120,,147130,,74744
879,2021/09/21 15:00:00+00,12-17,553,326384,893,289295,2,122,1448,148578,895,75639
880,2021/09/22 15:00:00+00,12-17,563,326947,854,290149,,122,,148578,,75639
881,2021/09/23 15:00:00+00,12-17,557,327504,863,291012,,122,,148578,,75639
882,2021/09/24 15:00:00+00,12-17,774,328278,1136,292148,,122,,148578,,75639
883,2021/09/25 15:00:00+00,12-17,540,328818,1040,293188,,122,,148578,,75639
884,2021/09/26 15:00:00+00,12-17,326,329144,703,293891,,122,,148578,,75639
885,2021/09/27 15:00:00+00,12-17,606,329750,454,294345,,122,,148578,,75639
886,2021/09/28 15:00:00+00,12-17,513,330263,837,295182,2,124,1352,149930,839,76478
887,2021/09/29 15:00:00+00,12-17,452,330715,632,295814,,124,,149930,,76478
888,2021/09/30 15:00:00+00,12-17,500,331215,615,296429,,124,,149930,,76478
889,2021/10/01 15:00:00+00,12-17,693,331908,914,297343,,124,,149930,,76478
890,2021/10/02 15:00:00+00,12-17,464,332372,724,298067,,124,,149930,,76478
891,2021/10/03 15:00:00+00,12-17,319,332691,594,298661,1,125,914,150844,595,77073
892,2021/10/04 15:00:00+00,12-17,435,333126,487,299148,,125,,150844,,77073
893,2021/10/05 15:00:00+00,12-17,414,333540,539,299687,,125,,150844,,77073
894,2021/10/06 15:00:00+00,12-17,384,333924,585,300272,,125,,150844,,77073
895,2021/10/07 15:00:00+00,12-17,406,334330,590,300862,1,126,997,151841,591,77664
896,2021/10/08 15:00:00+00,12-17,545,334875,820,301682,,126,,151841,,77664
897,2021/10/09 15:00:00+00,12-17,404,335279,540,302222,,126,,151841,,77664
898,2021/10/10 15:00:00+00,12-17,245,335524,382,302604,,126,,151841,,77664
899,2021/10/11 15:00:00+00,12-17,453,335977,525,303129,,126,,151841,,77664
900,2021/10/12 15:00:00+00,12-17,311,336288,551,303680,1,127,863,152704,552,78216
901,2021/10/13 15:00:00+00,12-17,424,336712,530,304210,,127,,152704,,78216
902,2021/10/14 15:00:00+00,12-17,388,337100,510,304720,,127,,152704,,78216
903,2021/10/15 15:00:00+00,12-17,568,337668,760,305480,,127,,152704,,78216
