OBJECTID,VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,CombinedAllDoses,CombinedAllDosesCumulative,FullyVaccinated,FullyVaccinatedCumulative
1497,2021/12/13 15:00:00+00,50-64,950,1003807,360,921013,64,98477,1374,1698102,424,895353
1498,2021/12/14 15:00:00+00,50-64,901,1004708,311,921324,45,98522,1257,1699359,356,895709
1499,2021/12/15 15:00:00+00,50-64,895,1005603,329,921653,56,98578,1280,1700639,385,896094
1500,2021/12/16 15:00:00+00,50-64,942,1006545,330,921983,65,98643,1337,1701976,395,896489
1501,2021/12/17 15:00:00+00,50-64,1070,1007615,374,922357,42,98685,1486,1703462,416,896905
1502,2021/12/18 15:00:00+00,50-64,642,1008257,171,922528,17,98702,830,1704292,188,897093
1503,2021/12/19 15:00:00+00,50-64,399,1008656,105,922633,8,98710,512,1704804,113,897206
1504,2021/12/20 15:00:00+00,50-64,1137,1009793,327,922960,35,98745,1499,1706303,362,897568
1505,2021/12/21 15:00:00+00,50-64,1118,1010911,351,923311,33,98778,1502,1707805,384,897952
1506,2021/12/22 15:00:00+00,50-64,1061,1011972,386,923697,55,98833,1502,1709307,441,898393
1507,2021/12/23 15:00:00+00,50-64,993,1012965,307,924004,40,98873,1340,1710647,347,898740
1508,2021/12/24 15:00:00+00,50-64,270,1013235,195,924199,6,98879,471,1711118,201,898941
1509,2021/12/25 15:00:00+00,50-64,19,1013254,7,924206,,98879,,1711118,,898941
1510,2021/12/26 15:00:00+00,50-64,300,1013554,147,924353,6,98885,453,1711571,153,899094
1511,2021/12/27 15:00:00+00,50-64,890,1014444,320,924673,28,98913,1238,1712809,348,899442
1512,2021/12/28 15:00:00+00,50-64,972,1015416,351,925024,40,98953,1363,1714172,391,899833
1513,2021/12/29 15:00:00+00,50-64,994,1016410,346,925370,27,98980,1367,1715539,373,900206
1514,2022/04/03 15:00:00+00,18-49,129,2057184,103,1781514,5,164468,237,3479927,108,1738792
1515,2022/04/04 15:00:00+00,18-49,297,2057481,254,1781768,22,164490,573,3480500,276,1739068
1516,2022/04/05 15:00:00+00,18-49,318,2057799,228,1781996,14,164504,560,3481060,242,1739310
1517,2022/04/06 15:00:00+00,18-49,329,2058128,247,1782243,14,164518,590,3481650,261,1739571
1518,2022/04/07 15:00:00+00,18-49,335,2058463,224,1782467,9,164527,568,3482218,233,1739804
1519,2022/04/08 15:00:00+00,18-49,326,2058789,263,1782730,20,164547,609,3482827,283,1740087
1520,2022/04/09 15:00:00+00,18-49,173,2058962,136,1782866,7,164554,316,3483143,143,1740230
1521,2022/04/10 15:00:00+00,18-49,131,2059093,111,1782977,10,164564,252,3483395,121,1740351
1522,2022/04/11 15:00:00+00,18-49,276,2059369,213,1783190,23,164587,512,3483907,236,1740587
1523,2022/04/12 15:00:00+00,18-49,293,2059662,213,1783403,18,164605,524,3484431,231,1740818
1524,2022/04/13 15:00:00+00,18-49,279,2059941,204,1783607,15,164620,498,3484929,219,1741037
1525,2022/04/14 15:00:00+00,18-49,268,2060209,206,1783813,25,164645,499,3485428,231,1741268
1526,2022/04/15 15:00:00+00,18-49,285,2060494,231,1784044,22,164667,538,3485966,253,1741521
1527,2022/04/16 15:00:00+00,18-49,143,2060637,137,1784181,19,164686,299,3486265,156,1741677
1528,2022/04/17 15:00:00+00,18-49,43,2060680,39,1784220,3,164689,85,3486350,42,1741719
1529,2022/04/18 15:00:00+00,18-49,260,2060940,219,1784439,19,164708,498,3486848,238,1741957
1530,2022/04/19 15:00:00+00,18-49,288,2061228,204,1784643,12,164720,504,3487352,216,1742173
1531,2022/04/20 15:00:00+00,18-49,103,2061331,88,1784731,4,164724,195,3487547,92,1742265
1532,2021/01/08 15:00:00+00,Unknown,8000,8000,,0,,0,,0,,0
1533,2021/02/06 15:00:00+00,Unknown,,8000,8000,8000,,0,,0,,0
1534,2021/04/13 15:00:00+00,Unknown,84295,92295,54201,62201,2952,2952,141448,141448,57153,57153
1535,2021/04/14 15:00:00+00,Unknown,557,92852,11,62212,1,2953,569,142017,12,57165
1536,2021/04/15 15:00:00+00,Unknown,623,93475,823,63035,19,2972,1465,143482,842,58007
1537,2021/04/16 15:00:00+00,Unknown,782,94257,1016,64051,8,2980,1806,145288,1024,59031
1538,2021/04/17 15:00:00+00,Unknown,1136,95393,1177,65228,6,2986,2319,147607,1183,60214
1539,2021/04/19 15:00:00+00,Unknown,1369,96762,2003,67231,9,2995,3381,150988,2012,62226
1540,2021/04/20 15:00:00+00,Unknown,3243,100005,2158,69389,19,3014,5420,156408,2177,64403
1541,2021/04/21 15:00:00+00,Unknown,906,100911,1206,70595,4,3018,2116,158524,1210,65613
1542,2021/04/22 15:00:00+00,Unknown,1018,101929,458,71053,,3018,,158524,,65613
1543,2021/04/23 15:00:00+00,Unknown,759,102688,632,71685,1,3019,1392,159916,633,66246
1544,2021/04/25 15:00:00+00,Unknown,992,103680,2492,74177,5,3024,3489,163405,2497,68743
1545,2021/04/26 15:00:00+00,Unknown,1483,105163,1672,75849,1,3025,3156,166561,1673,70416
1546,2021/04/29 15:00:00+00,Unknown,223,105386,865,76714,2,3027,1090,167651,867,71283
1547,2021/05/01 15:00:00+00,Unknown,1556,106942,1974,78688,14,3041,3544,171195,1988,73271
1548,2021/05/02 15:00:00+00,Unknown,1071,108013,1875,80563,4,3045,2950,174145,1879,75150
1549,2021/05/03 15:00:00+00,Unknown,403,108416,2165,82728,4,3049,2572,176717,2169,77319
1550,2021/05/04 15:00:00+00,Unknown,28,108444,25,82753,,3049,,176717,,77319
1551,2021/05/05 15:00:00+00,Unknown,365,108809,814,83567,,3049,,176717,,77319
1552,2021/05/06 15:00:00+00,Unknown,275,109084,880,84447,3,3052,1158,177875,883,78202
1553,2021/05/07 15:00:00+00,Unknown,274,109358,966,85413,8,3060,1248,179123,974,79176
1554,2021/05/08 15:00:00+00,Unknown,297,109655,1312,86725,6,3066,1615,180738,1318,80494
1555,2021/05/10 15:00:00+00,Unknown,338,109993,1712,88437,1,3067,2051,182789,1713,82207
1556,2021/05/11 15:00:00+00,Unknown,18,110011,13,88450,,3067,,182789,,82207
1557,2021/05/12 15:00:00+00,Unknown,243,110254,1124,89574,,3067,,182789,,82207
1558,2021/05/14 15:00:00+00,Unknown,290,110544,1022,90596,2,3069,1314,184103,1024,83231
1559,2021/05/15 15:00:00+00,Unknown,611,111155,1701,92297,4,3073,2316,186419,1705,84936
1560,2021/05/17 15:00:00+00,Unknown,565,111720,2505,94802,11,3084,3081,189500,2516,87452
1561,2021/12/30 15:00:00+00,50-64,946,1017356,386,925756,44,99024,1376,1716915,430,900636
1562,2021/12/31 15:00:00+00,50-64,391,1017747,166,925922,25,99049,582,1717497,191,900827
1563,2022/01/01 15:00:00+00,50-64,102,1017849,26,925948,7,99056,135,1717632,33,900860
1564,2022/01/02 15:00:00+00,50-64,268,1018117,119,926067,4,99060,391,1718023,123,900983
1565,2022/01/03 15:00:00+00,50-64,491,1018608,197,926264,21,99081,709,1718732,218,901201
1566,2022/01/04 15:00:00+00,50-64,696,1019304,284,926548,36,99117,1016,1719748,320,901521
1567,2022/01/05 15:00:00+00,50-64,806,1020110,365,926913,33,99150,1204,1720952,398,901919
1568,2022/01/06 15:00:00+00,50-64,821,1020931,339,927252,32,99182,1192,1722144,371,902290
1569,2022/01/07 15:00:00+00,50-64,764,1021695,280,927532,30,99212,1074,1723218,310,902600
1570,2022/01/08 15:00:00+00,50-64,485,1022180,194,927726,18,99230,697,1723915,212,902812
1571,2022/01/09 15:00:00+00,50-64,244,1022424,89,927815,5,99235,338,1724253,94,902906
1572,2022/01/10 15:00:00+00,50-64,762,1023186,309,928124,30,99265,1101,1725354,339,903245
1573,2022/01/11 15:00:00+00,50-64,781,1023967,304,928428,28,99293,1113,1726467,332,903577
1574,2022/01/12 15:00:00+00,50-64,747,1024714,352,928780,37,99330,1136,1727603,389,903966
1575,2022/01/13 15:00:00+00,50-64,675,1025389,278,929058,28,99358,981,1728584,306,904272
1576,2022/01/14 15:00:00+00,50-64,770,1026159,315,929373,36,99394,1121,1729705,351,904623
1577,2022/01/15 15:00:00+00,50-64,402,1026561,113,929486,13,99407,528,1730233,126,904749
1578,2022/01/16 15:00:00+00,50-64,181,1026742,85,929571,7,99414,273,1730506,92,904841
1579,2022/01/17 15:00:00+00,50-64,367,1027109,174,929745,8,99422,549,1731055,182,905023
1580,2022/01/18 15:00:00+00,50-64,523,1027632,334,930079,23,99445,880,1731935,357,905380
1581,2022/01/19 15:00:00+00,50-64,542,1028174,331,930410,22,99467,895,1732830,353,905733
1582,2022/01/20 15:00:00+00,50-64,440,1028614,285,930695,13,99480,738,1733568,298,906031
1583,2022/01/21 15:00:00+00,50-64,530,1029144,255,930950,28,99508,813,1734381,283,906314
1584,2022/01/22 15:00:00+00,50-64,335,1029479,100,931050,12,99520,447,1734828,112,906426
1585,2022/01/23 15:00:00+00,50-64,196,1029675,109,931159,3,99523,308,1735136,112,906538
1586,2022/01/24 15:00:00+00,50-64,444,1030119,261,931420,16,99539,721,1735857,277,906815
1587,2022/01/25 15:00:00+00,50-64,450,1030569,279,931699,15,99554,744,1736601,294,907109
1588,2022/01/26 15:00:00+00,50-64,418,1030987,274,931973,23,99577,715,1737316,297,907406
1589,2022/01/27 15:00:00+00,50-64,434,1031421,307,932280,12,99589,753,1738069,319,907725
1590,2022/01/28 15:00:00+00,50-64,410,1031831,276,932556,14,99603,700,1738769,290,908015
1591,2022/01/29 15:00:00+00,50-64,227,1032058,132,932688,4,99607,363,1739132,136,908151
1592,2022/01/30 15:00:00+00,50-64,146,1032204,94,932782,1,99608,241,1739373,95,908246
1593,2022/01/31 15:00:00+00,50-64,328,1032532,264,933046,10,99618,602,1739975,274,908520
1594,2022/02/01 15:00:00+00,50-64,270,1032802,280,933326,11,99629,561,1740536,291,908811
1595,2022/02/02 15:00:00+00,50-64,318,1033120,303,933629,12,99641,633,1741169,315,909126
1596,2022/02/03 15:00:00+00,50-64,308,1033428,292,933921,9,99650,609,1741778,301,909427
1597,2022/02/04 15:00:00+00,50-64,325,1033753,301,934222,14,99664,640,1742418,315,909742
1598,2022/02/05 15:00:00+00,50-64,223,1033976,154,934376,6,99670,383,1742801,160,909902
1599,2022/02/06 15:00:00+00,50-64,105,1034081,82,934458,6,99676,193,1742994,88,909990
1600,2022/02/07 15:00:00+00,50-64,247,1034328,262,934720,6,99682,515,1743509,268,910258
1601,2022/02/08 15:00:00+00,50-64,241,1034569,266,934986,17,99699,524,1744033,283,910541
1602,2022/02/09 15:00:00+00,50-64,242,1034811,269,935255,15,99714,526,1744559,284,910825
1603,2022/02/10 15:00:00+00,50-64,251,1035062,233,935488,10,99724,494,1745053,243,911068
1604,2022/02/11 15:00:00+00,50-64,333,1035395,286,935774,14,99738,633,1745686,300,911368
1605,2022/02/12 15:00:00+00,50-64,173,1035568,131,935905,9,99747,313,1745999,140,911508
1606,2022/02/13 15:00:00+00,50-64,75,1035643,79,935984,5,99752,159,1746158,84,911592
1607,2022/02/14 15:00:00+00,50-64,185,1035828,182,936166,16,99768,383,1746541,198,911790
1608,2021/05/18 15:00:00+00,Unknown,164,111884,61,94863,2,3086,227,189727,63,87515
1609,2021/05/20 15:00:00+00,Unknown,885,112769,1024,95887,,3086,,189727,,87515
1610,2021/05/22 15:00:00+00,Unknown,911,113680,1359,97246,9,3095,2279,192006,1368,88883
1611,2021/05/24 15:00:00+00,Unknown,514,114194,1032,98278,8,3103,1554,193560,1040,89923
1612,2021/05/25 15:00:00+00,Unknown,5,114199,1,98279,2,3105,8,193568,3,89926
1613,2021/05/27 15:00:00+00,Unknown,425,114624,674,98953,1,3106,1100,194668,675,90601
1614,2021/05/28 15:00:00+00,Unknown,418,115042,342,99295,,3106,,194668,,90601
1615,2021/05/29 15:00:00+00,Unknown,267,115309,344,99639,10,3116,621,195289,354,90955
1616,2021/05/31 15:00:00+00,Unknown,214,115523,243,99882,3,3119,460,195749,246,91201
1617,2021/06/01 15:00:00+00,Unknown,30,115553,48,99930,,3119,,195749,,91201
1618,2021/06/16 15:00:00+00,Unknown,2042,117595,3555,103485,37,3156,5634,201383,3592,94793
1619,2021/06/17 15:00:00+00,Unknown,22,117617,95,103580,,3156,,201383,,94793
1620,2021/06/18 15:00:00+00,Unknown,269,117886,456,104036,4,3160,729,202112,460,95253
1621,2021/06/19 15:00:00+00,Unknown,166,118052,338,104374,1,3161,505,202617,339,95592
1622,2021/06/20 15:00:00+00,Unknown,161,118213,284,104658,1,3162,446,203063,285,95877
1623,2021/06/21 15:00:00+00,Unknown,56,118269,120,104778,1,3163,177,203240,121,95998
1624,2021/06/22 15:00:00+00,Unknown,13,118282,8,104786,1,3164,22,203262,9,96007
1625,2021/06/23 15:00:00+00,Unknown,2,118284,2,104788,,3164,,203262,,96007
1626,2021/06/24 15:00:00+00,Unknown,304,118588,355,105143,5,3169,664,203926,360,96367
1627,2021/06/25 15:00:00+00,Unknown,124,118712,209,105352,1,3170,334,204260,210,96577
1628,2021/06/27 15:00:00+00,Unknown,124,118836,173,105525,2,3172,299,204559,175,96752
1629,2021/06/28 15:00:00+00,Unknown,146,118982,186,105711,4,3176,336,204895,190,96942
1630,2021/06/29 15:00:00+00,Unknown,2,118984,2,105713,1,3177,5,204900,3,96945
1631,2021/07/01 15:00:00+00,Unknown,313,119297,340,106053,8,3185,661,205561,348,97293
1632,2021/07/02 15:00:00+00,Unknown,209,119506,249,106302,6,3191,464,206025,255,97548
1633,2021/07/03 15:00:00+00,Unknown,97,119603,123,106425,4,3195,224,206249,127,97675
1634,2021/07/04 15:00:00+00,Unknown,75,119678,98,106523,6,3201,179,206428,104,97779
1635,2021/07/05 15:00:00+00,Unknown,7,119685,8,106531,,3201,,206428,,97779
1636,2021/07/06 15:00:00+00,Unknown,18,119703,22,106553,4,3205,44,206472,26,97805
1637,2021/07/08 15:00:00+00,Unknown,105,119808,155,106708,5,3210,265,206737,160,97965
1638,2021/07/09 15:00:00+00,Unknown,136,119944,203,106911,9,3219,348,207085,212,98177
1639,2021/07/10 15:00:00+00,Unknown,130,120074,140,107051,4,3223,274,207359,144,98321
1640,2021/07/11 15:00:00+00,Unknown,145,120219,137,107188,4,3227,286,207645,141,98462
1641,2021/07/13 15:00:00+00,Unknown,3,120222,1,107189,,3227,,207645,,98462
1642,2021/07/14 15:00:00+00,Unknown,57,120279,57,107246,3,3230,117,207762,60,98522
1643,2021/07/15 15:00:00+00,Unknown,56,120335,90,107336,4,3234,150,207912,94,98616
1644,2021/07/16 15:00:00+00,Unknown,1012,121347,526,107862,24,3258,1562,209474,550,99166
1645,2021/07/17 15:00:00+00,Unknown,86,121433,116,107978,4,3262,206,209680,120,99286
1646,2021/07/18 15:00:00+00,Unknown,152,121585,219,108197,10,3272,381,210061,229,99515
1647,2021/07/19 15:00:00+00,Unknown,11,121596,10,108207,5,3277,26,210087,15,99530
1648,2021/07/21 15:00:00+00,Unknown,4,121600,3,108210,,3277,,210087,,99530
1649,2021/07/22 15:00:00+00,Unknown,27,121627,35,108245,,3277,,210087,,99530
1650,2021/07/23 15:00:00+00,Unknown,12,121639,13,108258,,3277,,210087,,99530
1651,2021/07/25 15:00:00+00,Unknown,19,121658,7,108265,,3277,,210087,,99530
1652,2021/07/28 15:00:00+00,Unknown,,121658,1,108266,,3277,,210087,,99530
1653,2021/07/29 15:00:00+00,Unknown,33,121691,11,108277,,3277,,210087,,99530
1654,2021/07/30 15:00:00+00,Unknown,3,121694,2,108279,,3277,,210087,,99530
1655,2021/07/31 15:00:00+00,Unknown,61,121755,24,108303,3,3280,88,210175,27,99557
1656,2022/02/15 15:00:00+00,50-64,229,1036057,186,936352,15,99783,430,1746971,201,911991
1657,2022/02/16 15:00:00+00,50-64,218,1036275,200,936552,9,99792,427,1747398,209,912200
1658,2022/02/17 15:00:00+00,50-64,194,1036469,184,936736,13,99805,391,1747789,197,912397
1659,2022/02/18 15:00:00+00,50-64,252,1036721,238,936974,8,99813,498,1748287,246,912643
1660,2022/02/19 15:00:00+00,50-64,118,1036839,148,937122,4,99817,270,1748557,152,912795
1661,2022/02/20 15:00:00+00,50-64,77,1036916,81,937203,4,99821,162,1748719,85,912880
1662,2022/02/21 15:00:00+00,50-64,177,1037093,177,937380,7,99828,361,1749080,184,913064
1663,2022/02/22 15:00:00+00,50-64,178,1037271,179,937559,7,99835,364,1749444,186,913250
1664,2022/02/23 15:00:00+00,50-64,195,1037466,177,937736,9,99844,381,1749825,186,913436
1665,2022/02/24 15:00:00+00,50-64,171,1037637,130,937866,6,99850,307,1750132,136,913572
1666,2022/02/25 15:00:00+00,50-64,215,1037852,182,938048,12,99862,409,1750541,194,913766
1667,2022/02/26 15:00:00+00,50-64,116,1037968,120,938168,6,99868,242,1750783,126,913892
1668,2022/02/27 15:00:00+00,50-64,70,1038038,44,938212,4,99872,118,1750901,48,913940
1669,2022/02/28 15:00:00+00,50-64,198,1038236,125,938337,4,99876,327,1751228,129,914069
1670,2022/03/01 15:00:00+00,50-64,138,1038374,107,938444,4,99880,249,1751477,111,914180
1671,2022/03/02 15:00:00+00,50-64,132,1038506,133,938577,2,99882,267,1751744,135,914315
1672,2022/03/03 15:00:00+00,50-64,157,1038663,118,938695,5,99887,280,1752024,123,914438
1673,2022/03/04 15:00:00+00,50-64,145,1038808,154,938849,7,99894,306,1752330,161,914599
1674,2022/03/05 15:00:00+00,50-64,90,1038898,64,938913,2,99896,156,1752486,66,914665
1675,2022/03/06 15:00:00+00,50-64,40,1038938,27,938940,,99896,,1752486,,914665
1676,2022/03/07 15:00:00+00,50-64,112,1039050,87,939027,4,99900,203,1752689,91,914756
1677,2022/03/08 15:00:00+00,50-64,115,1039165,93,939120,2,99902,210,1752899,95,914851
1678,2022/03/09 15:00:00+00,50-64,99,1039264,87,939207,5,99907,191,1753090,92,914943
1679,2022/03/10 15:00:00+00,50-64,117,1039381,77,939284,3,99910,197,1753287,80,915023
1680,2022/03/11 15:00:00+00,50-64,132,1039513,126,939410,1,99911,259,1753546,127,915150
1681,2022/03/12 15:00:00+00,50-64,57,1039570,38,939448,5,99916,100,1753646,43,915193
1682,2022/03/13 15:00:00+00,50-64,45,1039615,30,939478,,99916,,1753646,,915193
1683,2022/03/14 15:00:00+00,50-64,106,1039721,71,939549,4,99920,181,1753827,75,915268
1684,2022/03/15 15:00:00+00,50-64,97,1039818,89,939638,2,99922,188,1754015,91,915359
1685,2022/03/16 15:00:00+00,50-64,90,1039908,97,939735,2,99924,189,1754204,99,915458
1686,2022/03/17 15:00:00+00,50-64,92,1040000,87,939822,4,99928,183,1754387,91,915549
1687,2022/03/18 15:00:00+00,50-64,120,1040120,89,939911,5,99933,214,1754601,94,915643
1688,2022/03/19 15:00:00+00,50-64,62,1040182,49,939960,1,99934,112,1754713,50,915693
1689,2022/03/20 15:00:00+00,50-64,44,1040226,24,939984,,99934,,1754713,,915693
1690,2022/03/21 15:00:00+00,50-64,90,1040316,69,940053,2,99936,161,1754874,71,915764
1691,2022/03/22 15:00:00+00,50-64,110,1040426,85,940138,1,99937,196,1755070,86,915850
1692,2022/03/23 15:00:00+00,50-64,112,1040538,86,940224,3,99940,201,1755271,89,915939
1693,2022/03/24 15:00:00+00,50-64,74,1040612,82,940306,9,99949,165,1755436,91,916030
1694,2022/03/25 15:00:00+00,50-64,120,1040732,77,940383,6,99955,203,1755639,83,916113
1695,2022/03/26 15:00:00+00,50-64,61,1040793,32,940415,3,99958,96,1755735,35,916148
1696,2022/03/27 15:00:00+00,50-64,37,1040830,25,940440,2,99960,64,1755799,27,916175
1697,2022/03/28 15:00:00+00,50-64,90,1040920,64,940504,5,99965,159,1755958,69,916244
1698,2022/03/29 15:00:00+00,50-64,105,1041025,92,940596,4,99969,201,1756159,96,916340
1699,2022/03/30 15:00:00+00,50-64,109,1041134,158,940754,2,99971,269,1756428,160,916500
1700,2022/03/31 15:00:00+00,50-64,154,1041288,213,940967,4,99975,371,1756799,217,916717
1701,2022/04/01 15:00:00+00,50-64,186,1041474,269,941236,1,99976,456,1757255,270,916987
1702,2022/04/02 15:00:00+00,50-64,120,1041594,168,941404,,99976,,1757255,,916987
1703,2021/08/01 15:00:00+00,Unknown,1,121756,,108303,,3280,,210175,,99557
1704,2021/08/03 15:00:00+00,Unknown,3,121759,,108303,,3280,,210175,,99557
1705,2021/08/05 15:00:00+00,Unknown,35,121794,15,108318,,3280,,210175,,99557
1706,2021/08/06 15:00:00+00,Unknown,,121794,30,108348,,3280,,210175,,99557
1707,2021/08/07 15:00:00+00,Unknown,,121794,15,108363,,3280,,210175,,99557
1708,2021/08/08 15:00:00+00,Unknown,69,121863,26,108389,,3280,,210175,,99557
1709,2021/08/10 15:00:00+00,Unknown,1,121864,2,108391,,3280,,210175,,99557
1710,2021/08/11 15:00:00+00,Unknown,3,121867,,108391,1,3281,,210175,,99557
1711,2021/08/12 15:00:00+00,Unknown,1948,123815,201,108592,,3281,,210175,,99557
1712,2021/08/13 15:00:00+00,Unknown,7,123822,5,108597,,3281,,210175,,99557
1713,2021/08/14 15:00:00+00,Unknown,38,123860,17,108614,,3281,,210175,,99557
1714,2021/08/17 15:00:00+00,Unknown,9,123869,1,108615,,3281,,210175,,99557
1715,2021/08/18 15:00:00+00,Unknown,1,123870,,108615,,3281,,210175,,99557
1716,2021/08/19 15:00:00+00,Unknown,25,123895,24,108639,1,3282,50,210225,25,99582
1717,2021/08/20 15:00:00+00,Unknown,21,123916,9,108648,4,3286,34,210259,13,99595
1718,2021/08/21 15:00:00+00,Unknown,72,123988,44,108692,,3286,,210259,,99595
1719,2021/08/22 15:00:00+00,Unknown,6,123994,3,108695,,3286,,210259,,99595
1720,2021/08/27 15:00:00+00,Unknown,28,124022,36,108731,,3286,,210259,,99595
1721,2021/08/28 15:00:00+00,Unknown,2162,126184,1759,110490,85,3371,4006,214265,1844,101439
1722,2021/08/29 15:00:00+00,Unknown,314,126498,245,110735,530,3901,1089,215354,775,102214
1723,2021/08/30 15:00:00+00,Unknown,3,126501,9,110744,671,4572,683,216037,680,102894
1724,2021/08/31 15:00:00+00,Unknown,9,126510,8,110752,629,5201,646,216683,637,103531
1725,2021/09/01 15:00:00+00,Unknown,129,126639,119,110871,523,5724,771,217454,642,104173
1726,2021/09/02 15:00:00+00,Unknown,183,126822,161,111032,384,6108,728,218182,545,104718
1727,2021/09/03 15:00:00+00,Unknown,273,127095,166,111198,686,6794,1125,219307,852,105570
1728,2021/09/04 15:00:00+00,Unknown,228,127323,195,111393,735,7529,1158,220465,930,106500
1729,2021/09/07 15:00:00+00,Unknown,338,127661,237,111630,2008,9537,2583,223048,2245,108745
1730,2021/09/09 15:00:00+00,Unknown,18,127679,35,111665,,9537,,223048,,108745
1731,2021/09/10 15:00:00+00,Unknown,818,128497,477,112142,1325,10862,2620,225668,1802,110547
1732,2021/09/11 15:00:00+00,Unknown,422,128919,251,112393,417,11279,1090,226758,668,111215
1733,2021/09/12 15:00:00+00,Unknown,414,129333,299,112692,352,11631,1065,227823,651,111866
1734,2021/09/13 15:00:00+00,Unknown,199,129532,87,112779,95,11726,381,228204,182,112048
